_time,hum,temp
2026-02-05 13:50:00,36.0,28.2
2026-02-05 14:00:00,35.5,28.2
2026-02-05 14:10:00,36.5,28.1
2026-02-05 14:20:00,36.0,27.899999999999995
2026-02-05 14:30:00,37.5,27.8
2026-02-05 14:40:00,38.0,27.9
2026-02-05 14:50:00,41.0,27.9
2026-02-05 15:00:00,39.0,27.9
2026-02-05 15:10:00,39.0,27.9
2026-02-05 15:20:00,39.0,27.9
2026-02-05 15:30:00,39.5,27.8
2026-02-05 15:40:00,40.5,27.8
2026-02-05 15:50:00,40.333333333333336,27.73333333333333
2026-02-05 16:00:00,40.16666666666666,27.666666666666668
2026-02-05 16:10:00,40.0,27.6
2026-02-05 16:20:00,40.5,27.8
2026-02-05 16:30:00,40.0,27.7
2026-02-05 16:40:00,39.5,27.7
2026-02-05 16:50:00,40.0,27.7
2026-02-05 17:00:00,40.0,27.8
2026-02-05 17:10:00,40.0,27.7
2026-02-05 17:20:00,40.5,27.8
2026-02-05 17:30:00,40.0,27.9
2026-02-05 17:40:00,39.98924731182796,27.90967741935484
2026-02-05 17:50:00,39.97849462365591,27.91935483870968
2026-02-05 18:00:00,39.96774193548387,27.929032258064517
2026-02-05 18:10:00,39.956989247311824,27.938709677419357
2026-02-05 18:20:00,39.94623655913978,27.94838709677419
2026-02-05 18:30:00,39.935483870967744,27.95806451612903
2026-02-05 18:40:00,39.924731182795696,27.96774193548387
2026-02-05 18:50:00,39.913978494623656,27.97741935483871
2026-02-05 19:00:00,39.903225806451616,27.987096774193542
2026-02-05 19:10:00,39.89247311827957,27.996774193548383
2026-02-05 19:20:00,39.88172043010753,28.006451612903223
2026-02-05 19:30:00,39.87096774193548,28.016129032258064
2026-02-05 19:40:00,39.86021505376344,28.0258064516129
2026-02-05 19:50:00,39.8494623655914,28.03548387096774
2026-02-05 20:00:00,39.83870967741935,28.04516129032258
2026-02-05 20:10:00,39.82795698924731,28.05483870967742
2026-02-05 20:20:00,39.81720430107527,28.064516129032256
2026-02-05 20:30:00,39.80645161290322,28.074193548387097
2026-02-05 20:40:00,39.795698924731184,28.08387096774193
2026-02-05 20:50:00,39.784946236559136,28.09354838709677
2026-02-05 21:00:00,39.774193548387096,28.10322580645161
2026-02-05 21:10:00,39.763440860215056,28.11290322580645
2026-02-05 21:20:00,39.75268817204301,28.12258064516129
2026-02-05 21:30:00,39.74193548387097,28.13225806451613
2026-02-05 21:40:00,39.73118279569893,28.141935483870967
2026-02-05 21:50:00,39.72043010752688,28.151612903225807
2026-02-05 22:00:00,39.70967741935484,28.161290322580644
2026-02-05 22:10:00,39.69892473118279,28.170967741935485
2026-02-05 22:20:00,39.68817204301075,28.18064516129032
2026-02-05 22:30:00,39.67741935483871,28.19032258064516
2026-02-05 22:40:00,39.66666666666666,28.2
2026-02-05 22:50:00,39.655913978494624,28.20967741935484
2026-02-05 23:00:00,39.64516129032258,28.21935483870968
2026-02-05 23:10:00,39.634408602150536,28.229032258064517
